Time,Type,Order,Size,Price,SL,TP,Profit,Balance
2000.10.05 15:36,s/l,322,1.22,0.87250,0.87250,0.87949,-675.88,12054.18
2000.10.05 15:58,t/p,323,2.07,0.87050,0.87890,0.87050,414.00,12468.18
2000.10.06 04:57,s/l,324,1.29,0.87010,0.87010,0.86518,-322.50,12145.68
2000.10.06 09:57,t/p,325,2.09,0.87225,0.86700,0.87225,418.00,12563.68
2000.10.10 08:21,s/l,327,1.19,0.86900,0.86900,0.86551,-297.50,12266.18
2000.10.10 09:24,t/p,329,1.65,0.87112,0.86590,0.87112,330.00,12596.18
2000.10.10 11:36,s/l,326,1.30,0.87420,0.87420,0.85980,-933.54,11662.63
2000.10.10 11:36,s/l,328,1.10,0.87420,0.87420,0.85763,-891.00,10771.63
2000.10.11 08:52,t/p,330,1.85,0.87622,0.86590,0.87622,366.35,11137.98
2000.10.11 09:40,t/p,332,0.82,0.87665,0.87150,0.87665,150.88,11288.86
2000.10.11 18:38,t/p,333,0.98,0.86900,0.87680,0.86900,245.00,11533.86
2000.10.11 23:13,s/l,331,1.57,0.86650,0.86650,0.88194,-1215.14,10318.72
2000.10.13 03:20,t/p,334,1.08,0.86098,0.86820,0.86098,305.58,10624.30
2000.10.13 03:20,t/p,335,1.01,0.85955,0.86363,0.85955,159.58,10783.88
2000.10.13 16:49,s/l,336,1.12,0.85940,0.85940,0.86725,-599.20,10184.68
2000.10.13 17:31,t/p,337,1.78,0.85720,0.86600,0.85720,356.00,10540.68
2000.10.16 15:06,t/p,338,1.11,0.84968,0.85610,0.84968,324.12,10864.80
2000.10.18 11:18,s/l,340,1.04,0.85330,0.85330,0.85862,-342.16,10522.64
2000.10.18 14:55,t/p,341,1.62,0.85116,0.85730,0.85116,324.00,10846.64
2000.10.18 16:46,s/l,339,1.14,0.84750,0.84750,0.85851,-996.33,9850.31
2000.10.18 16:50,t/p,342,1.74,0.84550,0.85730,0.84550,348.00,10198.31
2000.10.20 02:21,t/p,343,1.09,0.84609,0.84235,0.84609,135.16,10333.47
2000.10.20 15:21,t/p,344,1.10,0.84040,0.84830,0.84040,275.00,10608.47
2000.10.24 06:44,s/l,346,1.05,0.83690,0.83690,0.83276,-262.50,10345.97
2000.10.24 10:05,t/p,347,1.64,0.83905,0.83440,0.83905,328.00,10673.97
2000.10.25 10:15,t/p,348,1.06,0.83310,0.83870,0.83310,129.32,10803.29
2000.10.25 10:32,t/p,345,1.14,0.83198,0.84240,0.83198,346.43,11149.72
2000.10.26 11:56,s/l,349,1.22,0.82880,0.82880,0.82140,-516.06,10633.66
2000.10.26 11:59,t/p,350,1.92,0.83089,0.82270,0.83089,384.00,11017.66
2000.10.27 14:32,t/p,351,1.19,0.83494,0.82850,0.83494,234.43,11252.09
2000.10.30 12:20,t/p,352,1.20,0.84803,0.83890,0.84803,442.80,11694.89
2000.10.31 10:48,s/l,353,1.25,0.84220,0.84220,0.83557,-421.25,11273.64
2000.10.31 15:47,t/p,354,2.01,0.84431,0.83830,0.84431,402.00,11675.64
2000.11.01 08:37,t/p,355,1.24,0.85276,0.84700,0.85276,327.36,12003.00
2000.11.02 08:09,s/l,356,1.25,0.85860,0.85860,0.86554,-440.00,11563.00
2000.11.02 09:10,t/p,357,2.02,0.85650,0.86220,0.85650,404.00,11967.00
2000.11.02 12:41,t/p,358,1.25,0.86522,0.85540,0.86522,375.00,12342.00
2000.11.03 11:02,t/p,359,1.28,0.86937,0.85790,0.86937,309.76,12651.76
2000.11.08 03:41,t/p,362,0.84,0.86872,0.86000,0.86872,151.20,12802.96
2000.11.08 18:33,close,364,0.57,0.85299,0.85499,0.83610,134.52,12937.48
2000.11.08 18:33,t/p,361,1.21,0.85253,0.87320,0.85253,591.56,13529.04
2000.11.08 18:33,s/l,365,0.56,0.85252,0.85252,0.00000,158.48,13687.52
2000.11.10 08:53,s/l,363,1.05,0.86930,0.86930,0.85050,-983.03,12704.49
2000.11.10 11:52,s/l,367,1.90,0.86530,0.86530,0.87132,-763.80,11940.69
2000.11.10 11:59,s/l,366,0.99,0.86522,0.86522,0.87135,-247.50,11693.19
2000.11.10 12:01,t/p,369,1.73,0.86321,0.87060,0.86321,346.00,12039.19
2000.11.10 18:08,s/l,368,1.04,0.86103,0.86103,0.88900,-884.00,11155.19
2000.11.13 22:45,t/p,371,0.93,0.85614,0.86650,0.85614,217.62,11372.81
2000.11.15 08:41,s/l,372,1.05,0.86180,0.86180,0.85303,-660.51,10712.30
2000.11.15 17:48,s/l,373,1.30,0.85680,0.85680,0.86382,-652.60,10059.70
2000.11.15 17:48,s/l,374,0.89,0.85680,0.85680,0.86343,-453.90,9605.80
2000.11.16 16:02,t/p,375,1.38,0.85468,0.86310,0.85468,279.91,9885.71
2000.11.16 17:09,t/p,376,0.79,0.85346,0.85990,0.85346,120.87,10006.58
2000.11.16 18:12,t/p,370,1.67,0.85268,0.86930,0.85268,1397.24,11403.82
2000.11.17 20:13,t/p,377,1.19,0.84890,0.85780,0.84890,215.39,11619.21
2000.11.20 21:08,s/l,378,1.27,0.85100,0.85100,0.84470,-508.00,11111.21
2000.11.21 07:11,t/p,379,1.92,0.85302,0.84630,0.85302,380.21,11491.42
2000.11.21 10:05,s/l,380,1.22,0.85002,0.85002,0.85372,-305.00,11186.42
2000.11.21 13:56,t/p,381,1.96,0.84790,0.85360,0.84790,392.00,11578.42
2000.11.23 17:22,t/p,383,1.25,0.83933,0.84600,0.83933,171.25,11749.67
2000.11.23 17:22,t/p,382,1.35,0.83877,0.84860,0.83877,372.38,12122.05
2000.11.27 16:23,t/p,384,1.34,0.84791,0.83870,0.84791,259.96,12382.01
2000.11.27 16:24,close,385,0.73,0.84850,0.84650,0.85597,161.33,12543.34
2000.11.27 16:25,s/l,386,0.73,0.84863,0.84863,0.00000,170.82,12714.16
2000.11.28 11:46,s/l,387,1.27,0.85160,0.85160,0.85786,-345.44,12368.72
2000.11.28 13:44,s/l,388,2.13,0.85460,0.85460,0.84940,-681.60,11687.12
2000.11.29 08:40,s/l,389,1.10,0.85590,0.85590,0.86009,-277.20,11409.92
2000.11.29 09:13,s/l,390,1.85,0.85880,0.85880,0.85390,-536.50,10873.42
2000.11.30 10:30,t/p,391,0.90,0.86851,0.85670,0.86851,202.50,11075.92
2000.12.01 07:04,t/p,392,0.80,0.87784,0.87142,0.87784,313.60,11389.52
2000.12.01 21:31,s/l,393,0.86,0.87900,0.87900,0.86500,-602.00,10787.52
2000.12.01 22:11,s/l,360,1.33,0.87960,0.87960,0.83580,-2877.51,7910.01
2000.12.04 08:48,s/l,396,0.61,0.87590,0.87590,0.88209,-242.17,7667.84
2000.12.04 10:20,s/l,397,0.82,0.88060,0.88060,0.87389,-386.22,7281.62
2000.12.04 10:20,t/p,394,1.17,0.88112,0.87010,0.88112,231.69,7513.31
2000.12.04 10:21,t/p,395,1.18,0.88162,0.87010,0.88162,233.67,7746.98
2000.12.06 09:19,s/l,398,0.79,0.88210,0.88210,0.87535,-308.10,7438.88
2000.12.06 09:44,t/p,399,1.26,0.88412,0.87700,0.88412,252.00,7690.88
2000.12.07 08:46,t/p,400,0.78,0.89641,0.88960,0.89641,280.02,7970.90
2000.12.08 12:35,s/l,402,0.78,0.89050,0.89050,0.88227,-435.24,7535.66
2000.12.08 17:56,s/l,403,1.13,0.88400,0.88400,0.89278,-766.14,6769.52
2000.12.08 21:55,t/p,401,0.81,0.88160,0.89760,0.88160,648.77,7418.28
2000.12.11 15:12,t/p,404,0.76,0.87837,0.88640,0.87837,177.08,7595.36
2000.12.13 08:08,t/p,405,0.78,0.87312,0.88280,0.87312,154.44,7749.80
2000.12.13 08:16,close,406,0.36,0.87252,0.87452,0.86188,72.36,7822.16
2000.12.13 08:17,s/l,407,0.36,0.87242,0.87242,0.00000,75.96,7898.12
2000.12.14 09:00,t/p,408,0.81,0.88547,0.87520,0.88547,206.55,8104.67
2000.12.15 09:55,t/p,409,0.82,0.89757,0.89020,0.89757,332.10,8436.77
2000.12.18 13:50,s/l,410,0.84,0.89430,0.89430,0.90256,-505.68,7931.09
2000.12.19 10:13,t/p,411,1.33,0.89209,0.90170,0.89209,267.26,8198.35
2000.12.19 11:59,t/p,412,0.83,0.88983,0.89690,0.88983,146.91,8345.26
2000.12.20 06:12,t/p,413,0.84,0.89902,0.89460,0.89902,161.28,8506.54
2000.12.21 09:46,t/p,414,0.84,0.91361,0.90590,0.91361,293.16,8799.70
2000.12.22 09:08,t/p,415,0.86,0.91974,0.91430,0.91974,221.88,9021.58
2000.12.25 10:52,s/l,416,0.88,0.92300,0.92300,0.92901,-292.16,8729.42
2000.12.25 10:58,t/p,417,1.42,0.92100,0.92800,0.92100,284.00,9013.42
2000.12.26 11:12,t/p,418,0.87,0.92996,0.92340,0.92996,142.68,9156.10
2000.12.27 07:56,s/l,419,0.88,0.92970,0.92970,0.93489,-274.56,8881.54
2000.12.27 08:34,t/p,420,1.43,0.92760,0.93340,0.92760,286.00,9167.54
2000.12.28 11:46,s/l,421,0.88,0.92730,0.92730,0.93682,-578.97,8588.57
2000.12.28 12:03,t/p,423,0.71,0.92572,0.93160,0.92572,105.08,8693.65
2000.12.28 17:01,t/p,422,1.39,0.92530,0.93160,0.92530,278.00,8971.65
